run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
ERR527187	SAMEA2582065	ERX492390	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527187/ERR527187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527187/ERR527187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527187/LD-37_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527187/LD-37_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527187	LD-37_Run2
ERR527106	SAMEA2581936	ERX492309	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527106/ERR527106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527106/ERR527106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527106/HD-51_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527106/HD-51_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527106	HD-51_Run3
ERR527188	SAMEA2582066	ERX492391	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527188/ERR527188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527188/ERR527188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527188/LD-38_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527188/LD-38_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527188	LD-38_Run2
ERR527108	SAMEA2581938	ERX492311	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527108/ERR527108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527108/ERR527108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527108/HD-53_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527108/HD-53_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527108	HD-53_Run3
ERR527190	SAMEA2582068	ERX492393	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527190/ERR527190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527190/ERR527190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527190/LD-4_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527190/LD-4_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527190	LD-4_Run1
ERR527110	SAMEA2581940	ERX492313	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527110/ERR527110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527110/ERR527110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527110/HD-54_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527110/HD-54_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527110	HD-54_Run6
ERR527196	SAMEA2582074	ERX492399	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527196/ERR527196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527196/ERR527196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527196/LD-43_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527196/LD-43_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527196	LD-43_Run5
ERR527114	SAMEA2581944	ERX492317	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527114/ERR527114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527114/ERR527114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527114/HD-57_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527114/HD-57_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527114	HD-57_Run4
ERR527200	SAMEA2582078	ERX492403	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527200/ERR527200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527200/ERR527200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527200/LD-47_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527200/LD-47_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527200	LD-47_Run2
ERR527116	SAMEA2581946	ERX492319	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527116/ERR527116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527116/ERR527116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527116/HD-58_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527116/HD-58_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527116	HD-58_Run5
ERR527202	SAMEA2582080	ERX492405	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527202/ERR527202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527202/ERR527202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527202/LD-48_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527202/LD-48_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527202	LD-48_Run2
ERR527118	SAMEA2581948	ERX492321	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527118/ERR527118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527118/ERR527118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527118/HD-59_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527118/HD-59_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527118	HD-59_Run6
ERR527203	SAMEA2582081	ERX492406	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527203/ERR527203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527203/ERR527203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527203/LD-48_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527203/LD-48_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527203	LD-48_Run5
ERR527121	SAMEA2581951	ERX492324	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527121/ERR527121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527121/ERR527121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527121/HD-60_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527121/HD-60_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527121	HD-60_Run5
ERR527204	SAMEA2582082	ERX492407	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527204/ERR527204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527204/ERR527204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527204/LD-49_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527204/LD-49_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527204	LD-49_Run2
ERR527126	SAMEA2581956	ERX492329	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527126/ERR527126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527126/ERR527126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527126/HD-65_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527126/HD-65_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527126	HD-65_Run6
ERR527206	SAMEA2582084	ERX492409	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527206/ERR527206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527206/ERR527206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527206/LD-5_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527206/LD-5_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527206	LD-5_Run1
ERR527129	SAMEA2581959	ERX492332	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527129/ERR527129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527129/ERR527129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527129/HD-68_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527129/HD-68_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527129	HD-68_Run6
ERR527212	SAMEA2582090	ERX492415	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527212/ERR527212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527212/ERR527212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527212/LD-55_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527212/LD-55_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527212	LD-55_Run3
ERR527130	SAMEA2581960	ERX492333	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527130/ERR527130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527130/ERR527130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527130/HD-69_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527130/HD-69_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527130	HD-69_Run6
ERR527216	SAMEA2582094	ERX492419	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527216/ERR527216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527216/ERR527216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527216/LD-57_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527216/LD-57_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527216	LD-57_Run5
ERR527133	SAMEA2581964	ERX492336	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527133/ERR527133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527133/ERR527133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527133/HD-72_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527133/HD-72_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527133	HD-72_Run6
ERR528291	SAMEA2582149	ERX493494	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528291/ERR528291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528291/ERR528291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528291/LV1_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528291/LV1_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528291	LV1_Run1
ERR527134	SAMEA2581965	ERX492337	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527134/ERR527134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527134/ERR527134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527134/HD-73_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527134/HD-73_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527134	HD-73_Run6
ERR528292	SAMEA2582150	ERX493495	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528292/ERR528292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528292/ERR528292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528292/LV1_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528292/LV1_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528292	LV1_Run6
ERR527135	SAMEA2581966	ERX492338	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527135/ERR527135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527135/ERR527135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527135/HD-74_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527135/HD-74_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527135	HD-74_Run6
ERR528294	SAMEA2582152	ERX493497	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528294/ERR528294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528294/ERR528294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528294/LV10_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528294/LV10_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528294	LV10_Run5
ERR527138	SAMEA2581969	ERX492341	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527138/ERR527138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527138/ERR527138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527138/HD-77_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527138/HD-77_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527138	HD-77_Run6
ERR528298	SAMEA2582156	ERX493501	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528298/ERR528298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528298/ERR528298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528298/LV13_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528298/LV13_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528298	LV13_Run5
ERR527139	SAMEA2581970	ERX492342	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527139/ERR527139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527139/ERR527139_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527139/HD-78_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527139/HD-78_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527139	HD-78_Run6
ERR528299	SAMEA2582157	ERX493502	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528299/ERR528299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528299/ERR528299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528299/LV14_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528299/LV14_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528299	LV14_Run3
ERR527140	SAMEA2582018	ERX492343	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527140/ERR527140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527140/ERR527140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527140/LD-1_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527140/LD-1_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527140	LD-1_Run1
ERR528301	SAMEA2582159	ERX493504	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528301/ERR528301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528301/ERR528301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528301/LV15_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528301/LV15_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528301	LV15_Run3
ERR527142	SAMEA2582020	ERX492345	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527142/ERR527142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527142/ERR527142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527142/LD-10_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527142/LD-10_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527142	LD-10_Run5
ERR528305	SAMEA2582163	ERX493508	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528305/ERR528305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528305/ERR528305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528305/LV18_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528305/LV18_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528305	LV18_Run4
ERR527146	SAMEA2582024	ERX492349	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527146/ERR527146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527146/ERR527146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527146/LD-13_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527146/LD-13_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527146	LD-13_Run5
ERR527152	SAMEA2582030	ERX492355	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527152/ERR527152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527152/ERR527152_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527152/LD-18_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527152/LD-18_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527152	LD-18_Run5
ERR528314	SAMEA2582172	ERX493517	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528314/ERR528314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528314/ERR528314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528314/LV24_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528314/LV24_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528314	LV24_Run6
ERR527154	SAMEA2582032	ERX492357	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527154/ERR527154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527154/ERR527154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527154/LD-2_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527154/LD-2_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527154	LD-2_Run1
ERR527156	SAMEA2582034	ERX492359	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527156/ERR527156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527156/ERR527156_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527156/LD-20_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527156/LD-20_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527156	LD-20_Run2
ERR528317	SAMEA2582175	ERX493520	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528317/ERR528317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528317/ERR528317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528317/LV25_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528317/LV25_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528317	LV25_Run6
ERR527160	SAMEA2582038	ERX492363	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527160/ERR527160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527160/ERR527160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527160/LD-23_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527160/LD-23_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527160	LD-23_Run4
ERR527161	SAMEA2582039	ERX492364	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527161/ERR527161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527161/ERR527161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527161/LD-24_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527161/LD-24_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527161	LD-24_Run3
ERR528318	SAMEA2582176	ERX493521	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528318/ERR528318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528318/ERR528318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528318/LV3_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528318/LV3_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528318	LV3_Run4
ERR527162	SAMEA2582040	ERX492365	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527162/ERR527162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527162/ERR527162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527162/LD-24_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527162/LD-24_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527162	LD-24_Run5
ERR528320	SAMEA2582178	ERX493523	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528320/ERR528320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528320/ERR528320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528320/LV4_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528320/LV4_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528320	LV4_Run3
ERR527164	SAMEA2582042	ERX492367	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527164/ERR527164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527164/ERR527164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527164/LD-25_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527164/LD-25_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527164	LD-25_Run5
ERR528325	SAMEA2582183	ERX493528	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528325/ERR528325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528325/ERR528325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528325/LV7_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528325/LV7_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528325	LV7_Run2
ERR527171	SAMEA2582049	ERX492374	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527171/ERR527171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527171/ERR527171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527171/LD-29_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527171/LD-29_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527171	LD-29_Run2
